ZONA;BARRIO;CODIGO_CALLE;SIGLAS;CALLE;INICIO;FIN;PARIDAD
SUROESTE                                          ;BUENAVISTA                                        ;241;CALLE;JUAN BELMONTE                                     ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;249;AVDA ;JULIAN CLAVERIA                                   ;1;7;Impar
SUROESTE                                          ;BUENAVISTA                                        ;249;AVDA ;JULIAN CLAVERIA                                   ;6;9998;Par  
SUROESTE                                          ;BUENAVISTA                                        ;259;CALLE;LOGROÑO                                           ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;773;CALLE;MAGIN BERENGUER ALONSO                            ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;282;PSAJE;MANZANOS LOS                                      ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;329;PSAJE;NEGRILLOS LOS                                     ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;332;PSAJE;NOGALES LOS                                       ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;336;PLAZA;OCCIDENTE                                         ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;354;CALLE;PAULINO VICENTE                                   ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;590;URB  ;PINOS LOS                                         ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;378;CALLE;POLICARPO HERRERO                                 ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;637;URB  ;PUERTA DE OVIEDO                                  ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;404;CALLE;RAFAEL ALTAMIRA                                   ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;414;CALLE;RECTOR LEOPOLDO ALAS HIJO                         ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;468;CALLE;SANTA EULALIA DE MERIDA                           ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;475;CALLE;SARA SUAREZ SOLIS                                 ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;479;PSAJE;SEBASTIAN MIRANDA                                 ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;483;CALLE;SEVERO OCHOA                                      ;0;9999;Ambos
SUROESTE                                          ;BUENAVISTA                                        ;650;CALLE;TRES DE ABRIL DE 1979                             ;0;9999;Ambos
SUROESTE                                          ;EL CRISTO                                         ;21;CALLE;ALVAREZ LORENZANA                                 ;0;9999;Ambos
SUROESTE                                          ;EL CRISTO                                         ;22;CALLE;ALVARO FLOREZ ESTRADA                             ;0;9999;Ambos
SUROESTE                                          ;EL CRISTO                                         ;25;CALLE;ANGEL MUÑIZ TOCA                                  ;0;9999;Ambos
SUROESTE                                          ;EL CRISTO                                         ;50;CALLE;BALDOMERO FERNANDEZ                               ;0;9999;Ambos
SUROESTE                                          ;EL CRISTO                                         ;585;CALLE;CATEDRATICO PEREZ CASAS                           ;0;9999;Ambos
